# Voodoo Trace - Frame 49
# Format: <CMD> <timestamp> <addr> [register_name] <data> [(float_value)] [xN]
# Fixed-point formats: S12.4 (vertices), S18.14 (RGBA), S20.12 (Z), S14.18 (S/T), S2.30 (W)
#
RREG_L               54 0x000000 status           0x1f89b3bf
WREG_L          1593815 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1593849 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1593883 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1593917 0x2000dc fstartS          0x3c8b3f33 (0.016998)
WREG_L          1593951 0x2000e8 fstartT          0x3e29e676 (0.165918)
WREG_L          1593985 0x2000f4 fstartW          0x3a8674ac (0.001026)
WTEX_L          1594019 0xe20000 0x00000000
WREG_L          1594060 0x0000f0 fdAdY            0xc37f0000
WREG_L          1594060 0x0000d0 fdAdX            0x43601746
WREG_L          1594060 0x000080 triangleCMD      0xc0040000
WREG_L          1594164 0x000090 fvertexBx        0x49400c52
WREG_L          1594164 0x000094 fvertexBy        0x49400fb0
WREG_L          1594220 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1594254 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1594288 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1594322 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1594356 0x2000dc fstartS          0x3c8b3f33 (0.016998)
WREG_L          1594390 0x2000e8 fstartT          0x3e29e676 (0.165918)
WREG_L          1594424 0x2000f4 fstartW          0x3a8674ac (0.001026)
WTEX_L          1594458 0xe20000 0x00000000
WREG_L          1594499 0x0000f0 fdAdY            0xc37f0000
WREG_L          1594499 0x0000d0 fdAdX            0x43601746
WREG_L          1594499 0x000080 triangleCMD      0x40040000
WREG_L          1594619 0x000110 fbzMode          0x000b4779
WREG_L          1594979 0x00010c alphaMode        0x00045110
WREG_L          1595109 0x200088 fvertexAx        0x49400d1a (786641.625000)
WREG_L          1595184 0x20008c fvertexAy        0x49400f4e (786676.875000)
WREG_L          1595184 0x200090 fvertexBx        0x49400d63 (786646.187500)
WREG_L          1595184 0x200094 fvertexBy        0x49400f90 (786681.000000)
WREG_L          1595184 0x200098 fvertexCx        0x49400c52 (786629.125000)
WREG_L          1595184 0x20009c fvertexCy        0x49400fb0 (786683.000000)
WREG_L          1595241 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1595263 0x2000a4 fdRdX            0xb69f616c (-0.000005)
WREG_L          1595263 0x2000a8 fdRdY            0x36b048d9 (0.000005)
WREG_L          1595288 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1595310 0x2000b0 fdGdX            0xb69f616c (-0.000005)
WREG_L          1595310 0x2000b4 fdGdY            0x36b048d9 (0.000005)
WREG_L          1595335 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1595357 0x2000bc fdBdX            0xb69f616c (-0.000005)
WREG_L          1595357 0x2000c0 fdBdY            0x36b048d9 (0.000005)
WREG_L          1595382 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1595425 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1595425 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1595450 0x2000dc fstartS          0x3d3c0a19 (0.045908)
WREG_L          1595472 0x2000e0 fdSdX            0x3b18496c (0.002324)
WREG_L          1595472 0x2000e4 fdSdY            0x3a9726a5 (0.001153)
WREG_L          1595497 0x2000e8 fstartT          0x3e574e32 (0.210259)
WREG_L          1595519 0x2000ec fdTdX            0x3ae69780 (0.001759)
WREG_L          1595519 0x2000f0 fdTdY            0xbb8e7280 (-0.004347)
WREG_L          1595544 0x2000f4 fstartW          0x3a88b0c7 (0.001043)
WREG_L          1595566 0x2000f8 fdWdX            0x34f3cd1d (0.000000)
WREG_L          1595566 0x2000fc fdWdY            0xb622bf44 (-0.000002)
WTEX_L          1595594 0xe20000 0x00000000
WREG_L          1595632 0x200100 ftriangleCMD     0x429f0400
WREG_L          1595679 0x000110 fbzMode          0x000b4379
WREG_L          1595781 0x000088 fvertexAx        0x49400d1a
WREG_L          1595781 0x000090 fvertexBx        0x49400d1a
WREG_L          1595781 0x000094 fvertexBy        0x49400f4e
WREG_L          1595781 0x000098 fvertexCx        0x49400d63
WREG_L          1595897 0x00008c fvertexAy        0x49400f3e
WREG_L          1595897 0x00009c fvertexCy        0x49400f80
WREG_L          1595970 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1596004 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1596038 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1596072 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1596106 0x2000dc fstartS          0x3d3c0a19 (0.045908)
WREG_L          1596140 0x2000e8 fstartT          0x3e574e32 (0.210259)
WREG_L          1596174 0x2000f4 fstartW          0x3a88b0c7 (0.001043)
WTEX_L          1596208 0xe20000 0x00000000
WREG_L          1596249 0x0000b0 fstartA          0x00000000
WREG_L          1596249 0x0000d0 fdAdX            0xc3668c46
WREG_L          1596249 0x0000f0 fdAdY            0x437f0000
WREG_L          1596249 0x000080 triangleCMD      0xc0920000
WREG_L          1596387 0x00008c fvertexAy        0x49400f4e
WREG_L          1596387 0x000090 fvertexBx        0x49400d63
WREG_L          1596387 0x000094 fvertexBy        0x49400f80
WREG_L          1596442 0x00009c fvertexCy        0x49400f90
WREG_L          1596483 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1596517 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1596551 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1596585 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1596619 0x2000dc fstartS          0x3d3c0a19 (0.045908)
WREG_L          1596653 0x2000e8 fstartT          0x3e574e32 (0.210259)
WREG_L          1596687 0x2000f4 fstartW          0x3a88b0c7 (0.001043)
WTEX_L          1596721 0xe20000 0x00000000
WREG_L          1596762 0x0000f0 fdAdY            0x437f0000
WREG_L          1596762 0x0000d0 fdAdX            0xc3668c46
WREG_L          1596762 0x000080 triangleCMD      0x40920000
WREG_L          1596875 0x000110 fbzMode          0x000b4779
WREG_L          1597235 0x00010c alphaMode        0x00045110
WREG_L          1597365 0x200088 fvertexAx        0x49400d63 (786646.187500)
WREG_L          1597440 0x20008c fvertexAy        0x49400f90 (786681.000000)
WREG_L          1597440 0x200090 fvertexBx        0x49400c52 (786629.125000)
WREG_L          1597440 0x200094 fvertexBy        0x49400fb0 (786683.000000)
WREG_L          1597440 0x200098 fvertexCx        0x49400c68 (786630.500000)
WREG_L          1597440 0x20009c fvertexCy        0x49400fd0 (786685.000000)
WREG_L          1597497 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1597519 0x2000a4 fdRdX            0xb7269df0 (-0.000010)
WREG_L          1597519 0x2000a8 fdRdY            0xb8235cdb (-0.000039)
WREG_L          1597544 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1597566 0x2000b0 fdGdX            0xb7269df0 (-0.000010)
WREG_L          1597566 0x2000b4 fdGdY            0xb8235cdb (-0.000039)
WREG_L          1597591 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1597613 0x2000bc fdBdX            0xb7269df0 (-0.000010)
WREG_L          1597613 0x2000c0 fdBdY            0xb8235cdb (-0.000039)
WREG_L          1597638 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1597681 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1597681 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1597706 0x2000dc fstartS          0x3d7af304 (0.061267)
WREG_L          1597728 0x2000e0 fdSdX            0x3b18352d (0.002323)
WREG_L          1597728 0x2000e4 fdSdY            0x3a95cd3a (0.001143)
WREG_L          1597753 0x2000e8 fstartT          0x3e4d2996 (0.200354)
WREG_L          1597775 0x2000ec fdTdX            0x3ae6b9ed (0.001760)
WREG_L          1597775 0x2000f0 fdTdY            0xbb8e2915 (-0.004338)
WREG_L          1597800 0x2000f4 fstartW          0x3a87a6a2 (0.001035)
WREG_L          1597822 0x2000f8 fdWdX            0x34f43411 (0.000000)
WREG_L          1597822 0x2000fc fdWdY            0xb622517a (-0.000002)
WTEX_L          1597850 0xe20000 0x00000000
WREG_L          1597888 0x200100 ftriangleCMD     0xc2138000
WREG_L          1597935 0x000110 fbzMode          0x000b4379
WREG_L          1598035 0x00008c fvertexAy        0x49400fb0
WREG_L          1598035 0x000090 fvertexBx        0x49400c52
WREG_L          1598035 0x000094 fvertexBy        0x49400fb0
WREG_L          1598035 0x00009c fvertexCy        0x49400fd0
WREG_L          1598149 0x000088 fvertexAx        0x49400c42
WREG_L          1598149 0x000098 fvertexCx        0x49400c58
WREG_L          1598222 0x2000a0 fstartR          0x43069a8a (134.603668)
WREG_L          1598256 0x2000ac fstartG          0x43069a8a (134.603668)
WREG_L          1598290 0x2000b8 fstartB          0x43069a8a (134.603668)
WREG_L          1598324 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1598358 0x2000dc fstartS          0x3cc3fe45 (0.023925)
WREG_L          1598392 0x2000e8 fstartT          0x3e25857c (0.161642)
WREG_L          1598426 0x2000f4 fstartW          0x3a85ffe5 (0.001022)
WTEX_L          1598460 0xe20000 0x00000000
WREG_L          1598501 0x0000b0 fstartA          0x00000000
WREG_L          1598501 0x0000d0 fdAdX            0x437f0000
WREG_L          1598501 0x0000f0 fdAdY            0xc32f5000
WREG_L          1598609 0x000080 triangleCMD      0x40000000
WREG_L          1598644 0x000088 fvertexAx        0x49400c52
WREG_L          1598644 0x000090 fvertexBx        0x49400c68
WREG_L          1598644 0x000094 fvertexBy        0x49400fd0
WREG_L          1598730 0x2000a0 fstartR          0x43069a8a (134.603668)
WREG_L          1598764 0x2000ac fstartG          0x43069a8a (134.603668)
WREG_L          1598798 0x2000b8 fstartB          0x43069a8a (134.603668)
WREG_L          1598832 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1598866 0x2000dc fstartS          0x3cc3fe45 (0.023925)
WREG_L          1598900 0x2000e8 fstartT          0x3e25857c (0.161642)
WREG_L          1598934 0x2000f4 fstartW          0x3a85ffe5 (0.001022)
WTEX_L          1598968 0xe20000 0x00000000
WREG_L          1599009 0x0000d0 fdAdX            0x437f0000
WREG_L          1599009 0x0000f0 fdAdY            0xc32f5000
WREG_L          1599009 0x000080 triangleCMD      0x40000000
WREG_L          1599122 0x000110 fbzMode          0x000b4779
WREG_L          1599482 0x00010c alphaMode        0x00045110
WREG_L          1599614 0x200088 fvertexAx        0x49400d63 (786646.187500)
WREG_L          1599689 0x20008c fvertexAy        0x49400f90 (786681.000000)
WREG_L          1599689 0x200090 fvertexBx        0x49400c68 (786630.500000)
WREG_L          1599689 0x200094 fvertexBy        0x49400fd0 (786685.000000)
WREG_L          1599689 0x200098 fvertexCx        0x49400d92 (786649.125000)
WREG_L          1599689 0x20009c fvertexCy        0x49400fd8 (786685.500000)
WREG_L          1599746 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1599768 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          1599768 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          1599793 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1599815 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          1599815 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          1599840 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1599862 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1599862 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          1599887 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1599930 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1599930 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1599955 0x2000dc fstartS          0x3d7af304 (0.061267)
WREG_L          1599977 0x2000e0 fdSdX            0x3b17de76 (0.002317)
WREG_L          1599977 0x2000e4 fdSdY            0x3a93250d (0.001123)
WREG_L          1600002 0x2000e8 fstartT          0x3e4d2996 (0.200354)
WREG_L          1600024 0x2000ec fdTdX            0x3ae61209 (0.001755)
WREG_L          1600024 0x2000f0 fdTdY            0xbb8ecdb2 (-0.004358)
WREG_L          1600049 0x2000f4 fstartW          0x3a87a6a2 (0.001035)
WREG_L          1600071 0x2000f8 fdWdX            0x34f35c97 (0.000000)
WREG_L          1600071 0x2000fc fdWdY            0xb622bb1d (-0.000002)
WTEX_L          1600099 0xe20000 0x00000000
WREG_L          1600137 0x200100 ftriangleCMD     0xc2a4b000
WREG_L          1600184 0x000110 fbzMode          0x000b4379
WREG_L          1600284 0x00008c fvertexAy        0x49400f90
WREG_L          1600284 0x000090 fvertexBx        0x49400d63
WREG_L          1600284 0x000094 fvertexBy        0x49400f90
WREG_L          1600284 0x00009c fvertexCy        0x49400fd8
WREG_L          1600398 0x000088 fvertexAx        0x49400d73
WREG_L          1600398 0x000098 fvertexCx        0x49400da2
WREG_L          1600472 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1600506 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1600540 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1600574 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1600608 0x2000dc fstartS          0x3d7af304 (0.061267)
WREG_L          1600642 0x2000e8 fstartT          0x3e4d2996 (0.200354)
WREG_L          1600676 0x2000f4 fstartW          0x3a87a6a2 (0.001035)
WTEX_L          1600710 0xe20000 0x00000000
WREG_L          1600751 0x0000b0 fstartA          0x00000000
WREG_L          1600751 0x0000d0 fdAdX            0xc37f0000
WREG_L          1600751 0x0000f0 fdAdY            0x43267555
WREG_L          1600850 0x000080 triangleCMD      0xc0900000
WREG_L          1600885 0x000088 fvertexAx        0x49400d63
WREG_L          1600885 0x000090 fvertexBx        0x49400d92
WREG_L          1600885 0x000094 fvertexBy        0x49400fd8
WREG_L          1600971 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1601005 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1601039 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1601073 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1601107 0x2000dc fstartS          0x3d7af304 (0.061267)
WREG_L          1601141 0x2000e8 fstartT          0x3e4d2996 (0.200354)
WREG_L          1601175 0x2000f4 fstartW          0x3a87a6a2 (0.001035)
WTEX_L          1601209 0xe20000 0x00000000
WREG_L          1601250 0x0000d0 fdAdX            0xc37f0000
WREG_L          1601250 0x0000f0 fdAdY            0x43267555
WREG_L          1601250 0x000080 triangleCMD      0xc0900000
WREG_L          1601363 0x000110 fbzMode          0x000b4779
WREG_L          1601723 0x00010c alphaMode        0x00045110
WREG_L          1601852 0x200088 fvertexAx        0x49400c68 (786630.500000)
WREG_L          1601927 0x20008c fvertexAy        0x49400fd0 (786685.000000)
WREG_L          1601927 0x200090 fvertexBx        0x49400d92 (786649.125000)
WREG_L          1601927 0x200094 fvertexBy        0x49400fd8 (786685.500000)
WREG_L          1601927 0x200098 fvertexCx        0x49400da4 (786650.250000)
WREG_L          1601927 0x20009c fvertexCy        0x49401023 (786690.187500)
WREG_L          1601984 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1602006 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          1602006 0x2000a8 fdRdY            0x00000000 (0.000000)
WREG_L          1602031 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1602053 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          1602053 0x2000b4 fdGdY            0x00000000 (0.000000)
WREG_L          1602078 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1602100 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1602100 0x2000c0 fdBdY            0x00000000 (0.000000)
WREG_L          1602125 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1602168 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1602168 0x2000d8 fdAdY            0x00000000 (0.000000)
WREG_L          1602193 0x2000dc fstartS          0x3cf0e110 (0.029404)
WREG_L          1602215 0x2000e0 fdSdX            0x3b17d6f0 (0.002317)
WREG_L          1602215 0x2000e4 fdSdY            0x3a9555af (0.001139)
WREG_L          1602240 0x2000e8 fstartT          0x3e1f1d6a (0.155386)
WREG_L          1602262 0x2000ec fdTdX            0x3ae631a3 (0.001756)
WREG_L          1602262 0x2000f0 fdTdY            0xbb8ff3fe (-0.004393)
WREG_L          1602287 0x2000f4 fstartW          0x3a857290 (0.001018)
WREG_L          1602309 0x2000f8 fdWdX            0x34f3a9f7 (0.000000)
WREG_L          1602309 0x2000fc fdWdY            0xb6242365 (-0.000002)
WTEX_L          1602337 0xe20000 0x00000000
WREG_L          1602375 0x200100 ftriangleCMD     0x42ad7c00
WREG_L          1602422 0x000110 fbzMode          0x000b4379
WREG_L          1602522 0x00008c fvertexAy        0x49400fd8
WREG_L          1602522 0x000090 fvertexBx        0x49400d92
WREG_L          1602522 0x000094 fvertexBy        0x49400fd8
WREG_L          1602522 0x00009c fvertexCy        0x49401023
WREG_L          1602636 0x000088 fvertexAx        0x49400da2
