# Voodoo Trace - Frame 49
# Format: <CMD> <timestamp> <addr> [register_name] <data> [(float_value)] [xN]
# Fixed-point formats: S12.4 (vertices), S18.14 (RGBA), S20.12 (Z), S14.18 (S/T), S2.30 (W)
#
RREG_L               54 0x000000 status           0x1f89b3bf
WREG_L          1579782 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          1579807 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1579829 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1579829 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          1579854 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1579897 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1579897 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1579922 0x2000dc fstartS          0xbc843641 (-0.016139)
WREG_L          1579944 0x2000e0 fdSdX            0x3b177829 (0.002311)
WREG_L          1579944 0x2000e4 fdSdY            0x3a95ad55 (0.001142)
WREG_L          1579969 0x2000e8 fstartT          0x3e56503b (0.209290)
WREG_L          1579991 0x2000ec fdTdX            0x3ae4ca42 (0.001746)
WREG_L          1579991 0x2000f0 fdTdY            0xbb8e4fd3 (-0.004343)
WREG_L          1580016 0x2000f4 fstartW          0x3a8a29b9 (0.001054)
WREG_L          1580038 0x2000f8 fdWdX            0x34f1515b (0.000000)
WREG_L          1580038 0x2000fc fdWdY            0xb62276ef (-0.000002)
WTEX_L          1580066 0xe20000 0x00000000
WREG_L          1580104 0x200100 ftriangleCMD     0xc2102800
WREG_L          1580151 0x000110 fbzMode          0x000b4379
WREG_L          1580250 0x000088 fvertexAx        0x49400b96
WREG_L          1580250 0x00008c fvertexAy        0x49400f56
WREG_L          1580250 0x000090 fvertexBx        0x49400b96
WREG_L          1580250 0x000098 fvertexCx        0x49400bd1
WREG_L          1580364 0x000094 fvertexBy        0x49400f66
WREG_L          1580364 0x00009c fvertexCy        0x49400f75
WREG_L          1580443 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1580477 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1580511 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1580545 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1580579 0x2000dc fstartS          0xbc1ed32f (-0.009694)
WREG_L          1580613 0x2000e8 fstartT          0x3e29a8a3 (0.165682)
WREG_L          1580647 0x2000f4 fstartW          0x3a8719e9 (0.001031)
WTEX_L          1580681 0xe20000 0x00000000
WREG_L          1580722 0x0000f0 fdAdY            0xc37f0000
WREG_L          1580722 0x0000d0 fdAdX            0x4281a938
WREG_L          1580722 0x000080 triangleCMD      0xc06c0000
WREG_L          1580826 0x000090 fvertexBx        0x49400bd1
WREG_L          1580826 0x000094 fvertexBy        0x49400f65
WREG_L          1580882 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1580916 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1580950 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1580984 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1581018 0x2000dc fstartS          0xbc1ed32f (-0.009694)
WREG_L          1581052 0x2000e8 fstartT          0x3e29a8a3 (0.165682)
WREG_L          1581086 0x2000f4 fstartW          0x3a8719e9 (0.001031)
WTEX_L          1581120 0xe20000 0x00000000
WREG_L          1581161 0x0000f0 fdAdY            0xc37f0000
WREG_L          1581161 0x0000d0 fdAdX            0x4281a938
WREG_L          1581161 0x000080 triangleCMD      0x406c0000
WREG_L          1581281 0x000110 fbzMode          0x000b4779
WREG_L          1581641 0x00010c alphaMode        0x00045110
WREG_L          1581771 0x200088 fvertexAx        0x49400bb3 (786619.187500)
WREG_L          1581846 0x20008c fvertexAy        0x49400ec1 (786668.062500)
WREG_L          1581846 0x200090 fvertexBx        0x49400c3f (786627.937500)
WREG_L          1581846 0x200094 fvertexBy        0x49400ee4 (786670.250000)
WREG_L          1581846 0x200098 fvertexCx        0x49400bd1 (786621.062500)
WREG_L          1581846 0x20009c fvertexCy        0x49400f65 (786678.312500)
WREG_L          1581903 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1581925 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          1581925 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          1581950 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1581972 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          1581972 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          1581997 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1582019 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1582019 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          1582044 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1582087 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1582087 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1582112 0x2000dc fstartS          0xbc843641 (-0.016139)
WREG_L          1582134 0x2000e0 fdSdX            0x3b17f2f3 (0.002319)
WREG_L          1582134 0x2000e4 fdSdY            0x3a958069 (0.001141)
WREG_L          1582159 0x2000e8 fstartT          0x3e56503b (0.209290)
WREG_L          1582181 0x2000ec fdTdX            0x3ae40f55 (0.001740)
WREG_L          1582181 0x2000f0 fdTdY            0xbb8e4746 (-0.004342)
WREG_L          1582206 0x2000f4 fstartW          0x3a8a29b9 (0.001054)
WREG_L          1582228 0x2000f8 fdWdX            0x34ef0de1 (0.000000)
WREG_L          1582228 0x2000fc fdWdY            0xb62269af (-0.000002)
WTEX_L          1582256 0xe20000 0x00000000
WREG_L          1582294 0x200100 ftriangleCMD     0x42ab2c00
WREG_L          1582341 0x000110 fbzMode          0x000b4379
WREG_L          1582443 0x000088 fvertexAx        0x49400bb3
WREG_L          1582443 0x000090 fvertexBx        0x49400bb3
WREG_L          1582443 0x000094 fvertexBy        0x49400ec1
WREG_L          1582443 0x000098 fvertexCx        0x49400c3f
WREG_L          1582559 0x00008c fvertexAy        0x49400eb1
WREG_L          1582559 0x00009c fvertexCy        0x49400ed4
WREG_L          1582632 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1582666 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1582700 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1582734 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1582768 0x2000dc fstartS          0xbc843641 (-0.016139)
WREG_L          1582802 0x2000e8 fstartT          0x3e56503b (0.209290)
WREG_L          1582836 0x2000f4 fstartW          0x3a8a29b9 (0.001054)
WTEX_L          1582870 0xe20000 0x00000000
WREG_L          1582911 0x0000b0 fstartA          0x00000000
WREG_L          1582911 0x0000d0 fdAdX            0xc27f0000
WREG_L          1582911 0x0000f0 fdAdY            0x437f0000
WREG_L          1582911 0x000080 triangleCMD      0xc10c0000
WREG_L          1583049 0x00008c fvertexAy        0x49400ec1
WREG_L          1583049 0x000090 fvertexBx        0x49400c3f
WREG_L          1583049 0x000094 fvertexBy        0x49400ed4
WREG_L          1583104 0x00009c fvertexCy        0x49400ee4
WREG_L          1583145 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1583179 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1583213 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1583247 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1583281 0x2000dc fstartS          0xbc843641 (-0.016139)
WREG_L          1583315 0x2000e8 fstartT          0x3e56503b (0.209290)
WREG_L          1583349 0x2000f4 fstartW          0x3a8a29b9 (0.001054)
WTEX_L          1583383 0xe20000 0x00000000
WREG_L          1583424 0x0000f0 fdAdY            0x437f0000
WREG_L          1583424 0x0000d0 fdAdX            0xc27f0000
WREG_L          1583424 0x000080 triangleCMD      0x410c0000
WREG_L          1583537 0x000110 fbzMode          0x000b4779
WREG_L          1583897 0x00010c alphaMode        0x00045110
WREG_L          1584027 0x200088 fvertexAx        0x49400c3f (786627.937500)
WREG_L          1584102 0x20008c fvertexAy        0x49400ee4 (786670.250000)
WREG_L          1584102 0x200090 fvertexBx        0x49400bd1 (786621.062500)
WREG_L          1584102 0x200094 fvertexBy        0x49400f65 (786678.312500)
WREG_L          1584102 0x200098 fvertexCx        0x49400c05 (786624.312500)
WREG_L          1584102 0x20009c fvertexCy        0x49400f7a (786679.625000)
WREG_L          1584159 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1584181 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          1584181 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          1584206 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1584228 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          1584228 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          1584253 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1584275 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1584275 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          1584300 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1584343 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1584343 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1584368 0x2000dc fstartS          0x3bd9b01c (0.006643)
WREG_L          1584390 0x2000e0 fdSdX            0x3b176519 (0.002310)
WREG_L          1584390 0x2000e4 fdSdY            0x3a948e80 (0.001133)
WREG_L          1584415 0x2000e8 fstartT          0x3e5c2d68 (0.215017)
WREG_L          1584437 0x2000ec fdTdX            0x3ae6b416 (0.001760)
WREG_L          1584437 0x2000f0 fdTdY            0xbb8db701 (-0.004325)
WREG_L          1584462 0x2000f4 fstartW          0x3a89fad1 (0.001053)
WREG_L          1584484 0x2000f8 fdWdX            0x34f569c5 (0.000000)
WREG_L          1584484 0x2000fc fdWdY            0xb621bc2b (-0.000002)
WTEX_L          1584512 0xe20000 0x00000000
WREG_L          1584550 0x200100 ftriangleCMD     0xc20ce800
WREG_L          1584597 0x000110 fbzMode          0x000b4379
WREG_L          1584696 0x000088 fvertexAx        0x49400bd1
WREG_L          1584696 0x00008c fvertexAy        0x49400f65
WREG_L          1584696 0x000090 fvertexBx        0x49400bd1
WREG_L          1584696 0x000098 fvertexCx        0x49400c05
WREG_L          1584810 0x000094 fvertexBy        0x49400f75
WREG_L          1584810 0x00009c fvertexCy        0x49400f8a
WREG_L          1584889 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1584923 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1584957 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1584991 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1585025 0x2000dc fstartS          0xb8d30cb8 (-0.000101)
WREG_L          1585059 0x2000e8 fstartT          0x3e2c14a0 (0.168047)
WREG_L          1585093 0x2000f4 fstartW          0x3a87055f (0.001030)
WTEX_L          1585127 0xe20000 0x00000000
WREG_L          1585168 0x0000f0 fdAdY            0xc37f0000
WREG_L          1585168 0x0000d0 fdAdX            0x42cdf628
WREG_L          1585168 0x000080 triangleCMD      0xc0500000
WREG_L          1585272 0x000090 fvertexBx        0x49400c05
WREG_L          1585272 0x000094 fvertexBy        0x49400f7a
WREG_L          1585328 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1585362 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1585396 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1585430 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1585464 0x2000dc fstartS          0xb8d30cb8 (-0.000101)
WREG_L          1585498 0x2000e8 fstartT          0x3e2c14a0 (0.168047)
WREG_L          1585532 0x2000f4 fstartW          0x3a87055f (0.001030)
WTEX_L          1585566 0xe20000 0x00000000
WREG_L          1585607 0x0000f0 fdAdY            0xc37f0000
WREG_L          1585607 0x0000d0 fdAdX            0x42cdf628
WREG_L          1585607 0x000080 triangleCMD      0x40500000
WREG_L          1585727 0x000110 fbzMode          0x000b4779
WREG_L          1586087 0x00010c alphaMode        0x00045110
WREG_L          1586217 0x200088 fvertexAx        0x49400c3f (786627.937500)
WREG_L          1586292 0x20008c fvertexAy        0x49400ee4 (786670.250000)
WREG_L          1586292 0x200090 fvertexBx        0x49400cb7 (786635.437500)
WREG_L          1586292 0x200094 fvertexBy        0x49400f14 (786673.250000)
WREG_L          1586292 0x200098 fvertexCx        0x49400c05 (786624.312500)
WREG_L          1586292 0x20009c fvertexCy        0x49400f7a (786679.625000)
WREG_L          1586349 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1586371 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          1586371 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          1586396 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1586418 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          1586418 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          1586443 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1586465 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1586465 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          1586490 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1586533 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1586533 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1586558 0x2000dc fstartS          0x3bd9b01c (0.006643)
WREG_L          1586580 0x2000e0 fdSdX            0x3b188dae (0.002328)
WREG_L          1586580 0x2000e4 fdSdY            0x3a9573db (0.001140)
WREG_L          1586605 0x2000e8 fstartT          0x3e5c2d68 (0.215017)
WREG_L          1586627 0x2000ec fdTdX            0x3ae6d9f3 (0.001761)
WREG_L          1586627 0x2000f0 fdTdY            0xbb8db358 (-0.004324)
WREG_L          1586652 0x2000f4 fstartW          0x3a89fad1 (0.001053)
WREG_L          1586674 0x2000f8 fdWdX            0x34f3ee69 (0.000000)
WREG_L          1586674 0x2000fc fdWdY            0xb621ce81 (-0.000002)
WTEX_L          1586702 0xe20000 0x00000000
WREG_L          1586740 0x200100 ftriangleCMD     0x42a26000
WREG_L          1586787 0x000110 fbzMode          0x000b4379
WREG_L          1586889 0x000088 fvertexAx        0x49400c3f
WREG_L          1586889 0x000090 fvertexBx        0x49400c3f
WREG_L          1586889 0x000094 fvertexBy        0x49400ee4
WREG_L          1586889 0x000098 fvertexCx        0x49400cb7
WREG_L          1587005 0x00008c fvertexAy        0x49400ed4
WREG_L          1587005 0x00009c fvertexCy        0x49400f04
WREG_L          1587078 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1587112 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1587146 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1587180 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1587214 0x2000dc fstartS          0x3bd9b01c (0.006643)
WREG_L          1587248 0x2000e8 fstartT          0x3e5c2d68 (0.215017)
WREG_L          1587282 0x2000f4 fstartW          0x3a89fad1 (0.001053)
WTEX_L          1587316 0xe20000 0x00000000
WREG_L          1587357 0x0000b0 fstartA          0x00000000
WREG_L          1587357 0x0000d0 fdAdX            0xc2cc0001
WREG_L          1587357 0x0000f0 fdAdY            0x437f0000
WREG_L          1587357 0x000080 triangleCMD      0xc0f00000
WREG_L          1587495 0x00008c fvertexAy        0x49400ee4
WREG_L          1587495 0x000090 fvertexBx        0x49400cb7
WREG_L          1587495 0x000094 fvertexBy        0x49400f04
WREG_L          1587550 0x00009c fvertexCy        0x49400f14
WREG_L          1587591 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1587625 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1587659 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1587693 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1587727 0x2000dc fstartS          0x3bd9b01c (0.006643)
WREG_L          1587761 0x2000e8 fstartT          0x3e5c2d68 (0.215017)
WREG_L          1587795 0x2000f4 fstartW          0x3a89fad1 (0.001053)
WTEX_L          1587829 0xe20000 0x00000000
WREG_L          1587870 0x0000f0 fdAdY            0x437f0000
WREG_L          1587870 0x0000d0 fdAdX            0xc2cc0001
WREG_L          1587870 0x000080 triangleCMD      0x40f00000
WREG_L          1587983 0x000110 fbzMode          0x000b4779
WREG_L          1588343 0x00010c alphaMode        0x00045110
WREG_L          1588473 0x200088 fvertexAx        0x49400cb7 (786635.437500)
WREG_L          1588548 0x20008c fvertexAy        0x49400f14 (786673.250000)
WREG_L          1588548 0x200090 fvertexBx        0x49400c05 (786624.312500)
WREG_L          1588548 0x200094 fvertexBy        0x49400f7a (786679.625000)
WREG_L          1588548 0x200098 fvertexCx        0x49400c31 (786627.062500)
WREG_L          1588548 0x20009c fvertexCy        0x49400f93 (786681.187500)
WREG_L          1588605 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1588627 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          1588627 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          1588652 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1588674 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          1588674 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          1588699 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1588721 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1588721 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          1588746 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1588789 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1588789 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1588814 0x2000dc fstartS          0x3ce17693 (0.027522)
WREG_L          1588836 0x2000e0 fdSdX            0x3b1798f7 (0.002313)
WREG_L          1588836 0x2000e4 fdSdY            0x3a921dc1 (0.001115)
WREG_L          1588861 0x2000e8 fstartT          0x3e5c6b5d (0.215253)
WREG_L          1588883 0x2000ec fdTdX            0x3ae0a108 (0.001714)
WREG_L          1588883 0x2000f0 fdTdY            0xbb906a4c (-0.004407)
WREG_L          1588908 0x2000f4 fstartW          0x3a897a73 (0.001049)
WREG_L          1588930 0x2000f8 fdWdX            0x34e87760 (0.000000)
WREG_L          1588930 0x2000fc fdWdY            0xb6244ebe (-0.000002)
WTEX_L          1588958 0xe20000 0x00000000
WREG_L          1588996 0x200100 ftriangleCMD     0xc20ba800
WREG_L          1589043 0x000110 fbzMode          0x000b4379
WREG_L          1589142 0x000088 fvertexAx        0x49400c05
WREG_L          1589142 0x00008c fvertexAy        0x49400f7a
WREG_L          1589142 0x000090 fvertexBx        0x49400c05
WREG_L          1589142 0x000098 fvertexCx        0x49400c31
WREG_L          1589256 0x000094 fvertexBy        0x49400f8a
WREG_L          1589256 0x00009c fvertexCy        0x49400fa3
WREG_L          1589335 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1589369 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1589403 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1589437 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1589471 0x2000dc fstartS          0x3c11bb6c (0.008895)
WREG_L          1589505 0x2000e8 fstartT          0x3e2c2031 (0.168092)
WREG_L          1589539 0x2000f4 fstartW          0x3a86cd15 (0.001028)
WTEX_L          1589573 0xe20000 0x00000000
WREG_L          1589614 0x0000f0 fdAdY            0xc37f0000
WREG_L          1589614 0x0000d0 fdAdX            0x4310e2e9
WREG_L          1589614 0x000080 triangleCMD      0xc0300000
WREG_L          1589718 0x000090 fvertexBx        0x49400c31
WREG_L          1589718 0x000094 fvertexBy        0x49400f93
WREG_L          1589774 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1589808 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1589842 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1589876 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1589910 0x2000dc fstartS          0x3c11bb6c (0.008895)
WREG_L          1589944 0x2000e8 fstartT          0x3e2c2031 (0.168092)
WREG_L          1589978 0x2000f4 fstartW          0x3a86cd15 (0.001028)
WTEX_L          1590012 0xe20000 0x00000000
WREG_L          1590053 0x0000f0 fdAdY            0xc37f0000
WREG_L          1590053 0x0000d0 fdAdX            0x4310e2e9
WREG_L          1590053 0x000080 triangleCMD      0x40300000
WREG_L          1590173 0x000110 fbzMode          0x000b4779
WREG_L          1590533 0x00010c alphaMode        0x00045110
WREG_L          1590663 0x200088 fvertexAx        0x49400cb7 (786635.437500)
WREG_L          1590738 0x20008c fvertexAy        0x49400f14 (786673.250000)
WREG_L          1590738 0x200090 fvertexBx        0x49400d1a (786641.625000)
WREG_L          1590738 0x200094 fvertexBy        0x49400f4e (786676.875000)
WREG_L          1590738 0x200098 fvertexCx        0x49400c31 (786627.062500)
WREG_L          1590738 0x20009c fvertexCy        0x49400f93 (786681.187500)
WREG_L          1590795 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1590817 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          1590817 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          1590842 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1590864 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          1590864 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          1590889 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1590911 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          1590911 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          1590936 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1590979 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1590979 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1591004 0x2000dc fstartS          0x3ce17693 (0.027522)
WREG_L          1591026 0x2000e0 fdSdX            0x3b17ce28 (0.002316)
WREG_L          1591026 0x2000e4 fdSdY            0x3a928e02 (0.001118)
WREG_L          1591051 0x2000e8 fstartT          0x3e5c6b5d (0.215253)
WREG_L          1591073 0x2000ec fdTdX            0x3ae593d0 (0.001752)
WREG_L          1591073 0x2000f0 fdTdY            0xbb8f1c25 (-0.004367)
WREG_L          1591098 0x2000f4 fstartW          0x3a897a73 (0.001049)
WREG_L          1591120 0x2000f8 fdWdX            0x34f26ebb (0.000000)
WREG_L          1591120 0x2000fc fdWdY            0xb622fe3f (-0.000002)
WTEX_L          1591148 0xe20000 0x00000000
WREG_L          1591186 0x200100 ftriangleCMD     0x429ef200
WREG_L          1591233 0x000110 fbzMode          0x000b4379
WREG_L          1591335 0x000088 fvertexAx        0x49400cb7
WREG_L          1591335 0x000090 fvertexBx        0x49400cb7
WREG_L          1591335 0x000094 fvertexBy        0x49400f14
WREG_L          1591335 0x000098 fvertexCx        0x49400d1a
WREG_L          1591451 0x00008c fvertexAy        0x49400f04
WREG_L          1591451 0x00009c fvertexCy        0x49400f3e
WREG_L          1591524 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1591558 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1591592 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1591626 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1591660 0x2000dc fstartS          0x3ce17693 (0.027522)
WREG_L          1591694 0x2000e8 fstartT          0x3e5c6b5d (0.215253)
WREG_L          1591728 0x2000f4 fstartW          0x3a897a73 (0.001049)
WTEX_L          1591762 0xe20000 0x00000000
WREG_L          1591803 0x0000b0 fstartA          0x00000000
WREG_L          1591803 0x0000d0 fdAdX            0xc31564d9
WREG_L          1591803 0x0000f0 fdAdY            0x437f0000
WREG_L          1591803 0x000080 triangleCMD      0xc0c60000
WREG_L          1591941 0x00008c fvertexAy        0x49400f14
WREG_L          1591941 0x000090 fvertexBx        0x49400d1a
WREG_L          1591941 0x000094 fvertexBy        0x49400f3e
WREG_L          1591996 0x00009c fvertexCy        0x49400f4e
WREG_L          1592037 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1592071 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1592105 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1592139 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1592173 0x2000dc fstartS          0x3ce17693 (0.027522)
WREG_L          1592207 0x2000e8 fstartT          0x3e5c6b5d (0.215253)
WREG_L          1592241 0x2000f4 fstartW          0x3a897a73 (0.001049)
WTEX_L          1592275 0xe20000 0x00000000
WREG_L          1592316 0x0000f0 fdAdY            0x437f0000
WREG_L          1592316 0x0000d0 fdAdX            0xc31564d9
WREG_L          1592316 0x000080 triangleCMD      0x40c60000
WREG_L          1592429 0x000110 fbzMode          0x000b4779
WREG_L          1592789 0x00010c alphaMode        0x00045110
WREG_L          1592919 0x200088 fvertexAx        0x49400d1a (786641.625000)
WREG_L          1592994 0x20008c fvertexAy        0x49400f4e (786676.875000)
WREG_L          1592994 0x200090 fvertexBx        0x49400c31 (786627.062500)
WREG_L          1592994 0x200094 fvertexBy        0x49400f93 (786681.187500)
WREG_L          1592994 0x200098 fvertexCx        0x49400c52 (786629.125000)
WREG_L          1592994 0x20009c fvertexCy        0x49400fb0 (786683.000000)
WREG_L          1593051 0x2000a0 fstartR          0x43069a84 (134.603577)
WREG_L          1593073 0x2000a4 fdRdX            0x373bb4f6 (0.000011)
WREG_L          1593073 0x2000a8 fdRdY            0x381e7674 (0.000038)
WREG_L          1593098 0x2000ac fstartG          0x43069a84 (134.603577)
WREG_L          1593120 0x2000b0 fdGdX            0x373bb4f6 (0.000011)
WREG_L          1593120 0x2000b4 fdGdY            0x381e7674 (0.000038)
WREG_L          1593145 0x2000b8 fstartB          0x43069a84 (134.603577)
WREG_L          1593167 0x2000bc fdBdX            0x373bb4f6 (0.000011)
WREG_L          1593167 0x2000c0 fdBdY            0x381e7674 (0.000038)
WREG_L          1593192 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          1593235 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          1593235 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          1593260 0x2000dc fstartS          0x3d3c0a19 (0.045908)
WREG_L          1593282 0x2000e0 fdSdX            0x3b18ca3a (0.002331)
WREG_L          1593282 0x2000e4 fdSdY            0x3a993462 (0.001169)
WREG_L          1593307 0x2000e8 fstartT          0x3e574e32 (0.210259)
WREG_L          1593329 0x2000ec fdTdX            0x3ae6030b (0.001755)
WREG_L          1593329 0x2000f0 fdTdY            0xbb8ebe3f (-0.004356)
WREG_L          1593354 0x2000f4 fstartW          0x3a88b0c7 (0.001043)
WREG_L          1593376 0x2000f8 fdWdX            0x34f1d09f (0.000000)
WREG_L          1593376 0x2000fc fdWdY            0xb62340fc (-0.000002)
WTEX_L          1593404 0xe20000 0x00000000
WREG_L          1593442 0x200100 ftriangleCMD     0xc20d2800
WREG_L          1593489 0x000110 fbzMode          0x000b4379
WREG_L          1593588 0x000088 fvertexAx        0x49400c31
WREG_L          1593588 0x00008c fvertexAy        0x49400f93
WREG_L          1593588 0x000090 fvertexBx        0x49400c31
WREG_L          1593588 0x000098 fvertexCx        0x49400c52
WREG_L          1593702 0x000094 fvertexBy        0x49400fa3
WREG_L          1593702 0x00009c fvertexCy        0x49400fc0
WREG_L          1593781 0x2000a0 fstartR          0x43069a84 (134.603577)
